Transaction_ID,Vendor_Name,Award_Amount,Award_Agency,Award_Date,Award_Type,Performance_Country,Performance_State,Log_Award_Amount,Award_Agency_Code,Award_Type_Code,Performance_Country_Code,Performance_State_Code
TRX13533,Spence Ltd,1820881.86,Department of Health and Human Services,2023-04-11,Indefinite Delivery Contract,CAN,GA,14.41483202934796,4,2,0,2
TRX13534,Hall-Smith,1436792.76,NASA,2021-12-05,Indefinite Delivery Contract,MEX,NC,14.177924633536232,6,2,1,4
TRX13535,"Davis, Martin and Garrett",1659386.74,Department of Energy,2021-08-26,Fixed-Price Contract,USA,OH,14.321959260972422,3,1,2,6
TRX13536,"Brown, Hawkins and Ryan",853221.09,Department of Agriculture,2023-02-08,Fixed-Price Contract,USA,TX,13.656775156008354,0,1,2,8
TRX13537,Harris-Aguirre,1619602.8,Department of Transportation,2023-04-10,Time-and-Materials Contract,USA,NY,14.297692109395726,5,3,2,5
TRX13538,Allen PLC,1080278.97,Department of Transportation,2023-03-04,Indefinite Delivery Contract,MEX,CA,13.892730796987209,5,2,1,0
TRX13539,Cisneros-Le,268895.4,NASA,2024-01-22,Indefinite Delivery Contract,CAN,TX,12.502081454290805,6,2,0,8
TRX13540,"Davis, Blair and Taylor",2568747.42,Department of Transportation,2023-01-19,Cost-Reimbursement Contract,USA,NC,14.758929342141334,5,0,2,4
TRX13541,West-Diaz,1312516.62,Department of Defense,2024-01-23,Cost-Reimbursement Contract,USA,CA,14.08745769811971,1,0,2,0
TRX13542,"Russell, Fernandez and Webster",2397418.11,Department of Transportation,2021-05-15,Indefinite Delivery Contract,MEX,TX,14.689903345858763,5,2,1,8
TRX13543,Peterson LLC,1446109.61,Department of Health and Human Services,2023-12-11,Time-and-Materials Contract,MEX,FL,14.184388172551282,4,3,1,1
TRX13544,Butler LLC,4456814.0,Department of Agriculture,2022-11-13,Cost-Reimbursement Contract,CAN,VA,15.30994494332659,0,0,0,9
TRX13545,Carr and Sons,4092062.2,Department of Transportation,2022-09-16,Cost-Reimbursement Contract,MEX,TX,15.224559850704669,5,0,1,8
TRX13546,Martinez-Miller,1460250.02,Department of Defense,2021-11-15,Fixed-Price Contract,MEX,GA,14.194118910412842,1,1,1,2
TRX13547,"Flores, Ramos and Johnson",2480778.49,Department of Transportation,2023-02-12,Cost-Reimbursement Contract,MEX,TX,14.724083379239843,5,0,1,8
TRX13548,Levine-Davis,139921.19,Department of Energy,2022-10-08,Indefinite Delivery Contract,MEX,PA,11.848841761371025,3,2,1,7
TRX13549,"Grant, Gross and Howe",3259312.29,Department of Transportation,2021-01-16,Fixed-Price Contract,MEX,PA,14.99702708391438,5,1,1,7
TRX13550,Carey-Jimenez,1388542.4,Department of Agriculture,2021-08-31,Fixed-Price Contract,USA,GA,14.1437658419924,0,1,2,2
TRX13551,Burch-Edwards,2419783.34,Department of Education,2021-12-31,Cost-Reimbursement Contract,USA,FL,14.69918897845935,2,0,2,1
TRX13552,Burch-Mcclure,2198338.87,Department of Transportation,2021-05-31,Indefinite Delivery Contract,MEX,PA,14.603213028925767,5,2,1,7
TRX13553,"Wagner, Hodges and Hayes",3359879.31,NASA,2022-03-20,Indefinite Delivery Contract,MEX,TX,15.027415909281098,6,2,1,8
TRX13554,Long-Rice,4551761.27,NASA,2021-01-06,Time-and-Materials Contract,USA,OH,15.33102502802908,6,3,2,6
TRX13555,"Foster, Smith and Jackson",1033875.77,Department of Agriculture,2022-01-02,Fixed-Price Contract,USA,CA,13.848826148998546,0,1,2,0
TRX13556,Espinoza LLC,1747789.1,Department of Education,2023-02-15,Indefinite Delivery Contract,MEX,OH,14.373862747895894,2,2,1,6
TRX13557,James PLC,4707795.87,Department of Energy,2021-12-30,Time-and-Materials Contract,USA,VA,15.364730600722071,3,3,2,9
TRX13558,Green PLC,455866.75,Department of Defense,2022-02-22,Cost-Reimbursement Contract,MEX,OH,13.029958024502205,1,0,1,6
TRX13559,Price Inc,4925611.66,Department of Transportation,2021-07-17,Indefinite Delivery Contract,CAN,TX,15.409959222821083,5,2,0,8
TRX13560,"Reed, Velez and Kidd",2168215.01,Department of Transportation,2022-04-30,Cost-Reimbursement Contract,CAN,PA,14.589415272187232,5,0,0,7
TRX13561,"Brooks, Thomas and Hurst",4296405.32,Department of Health and Human Services,2024-02-21,Indefinite Delivery Contract,USA,NY,15.273289491703924,4,2,2,5
TRX13562,"Tucker, Giles and Wong",1412005.99,Department of Energy,2021-09-09,Time-and-Materials Contract,MEX,GA,14.160522647448,3,3,1,2
TRX13563,Barnes-Hall,4999700.62,Department of Defense,2021-07-08,Fixed-Price Contract,CAN,PA,15.424888792617692,1,1,0,7
TRX13564,Rodriguez-Walsh,101558.66,Department of Transportation,2023-03-18,Time-and-Materials Contract,MEX,FL,11.528401688038297,5,3,1,1
TRX13565,Sullivan-Williams,3205588.51,Department of Energy,2021-04-14,Fixed-Price Contract,CAN,GA,14.980406565900415,3,1,0,2
TRX13566,"Figueroa, Dunn and Wood",494201.36,Department of Energy,2023-06-01,Indefinite Delivery Contract,MEX,MI,13.110700347919822,3,2,1,3
TRX13567,"Robinson, Cook and Harris",4633791.6,Department of Agriculture,2021-12-01,Time-and-Materials Contract,MEX,PA,15.348886226822678,0,3,1,7
TRX13568,"Bautista, Mason and Castaneda",4873497.92,NASA,2024-02-12,Indefinite Delivery Contract,CAN,PA,15.399322701152728,6,2,0,7
TRX13569,"Austin, Hudson and Torres",530427.1,Department of Agriculture,2022-10-07,Indefinite Delivery Contract,USA,OH,13.18143969533432,0,2,2,6
TRX13570,"Hardy, Thomas and Edwards",1075897.14,Department of Health and Human Services,2024-01-23,Cost-Reimbursement Contract,CAN,MI,13.888666349795303,4,0,0,3
TRX13571,Christian-Lamb,1975377.78,Department of Agriculture,2022-08-21,Fixed-Price Contract,CAN,OH,14.496270725270291,0,1,0,6
TRX13572,Neal and Sons,868445.34,Department of Health and Human Services,2021-04-13,Fixed-Price Contract,CAN,MI,13.674461078068303,4,1,0,3
TRX13573,Hardin-Evans,1136645.91,Department of Agriculture,2023-01-09,Time-and-Materials Contract,CAN,VA,13.943593179208863,0,3,0,9
TRX13574,Hart Ltd,1737965.42,Department of Transportation,2022-01-07,Cost-Reimbursement Contract,USA,VA,14.368226263562132,5,0,2,9
TRX13575,Pratt and Sons,3432517.05,Department of Defense,2023-12-06,Cost-Reimbursement Contract,USA,MI,15.04880467516834,1,0,2,3
TRX13576,"Campbell, Butler and Jackson",3532256.34,Department of Health and Human Services,2022-04-10,Cost-Reimbursement Contract,MEX,PA,15.077447697621507,4,0,1,7
TRX13577,"Smith, Allen and Barnett",323722.84,NASA,2023-05-27,Indefinite Delivery Contract,MEX,GA,12.687646085642337,6,2,1,2
TRX13578,"Martin, Graham and Clark",156631.45,Department of Transportation,2022-06-19,Indefinite Delivery Contract,MEX,PA,11.96165725690913,5,2,1,7
TRX13579,Guzman and Sons,1403618.36,NASA,2022-09-09,Time-and-Materials Contract,CAN,MI,14.154564715699522,6,3,0,3
TRX13580,Sanchez Inc,2638606.23,Department of Education,2021-02-17,Time-and-Materials Contract,USA,NC,14.785761771517501,2,3,2,4
TRX13581,Rodriguez Group,972464.63,Department of Defense,2021-01-04,Fixed-Price Contract,CAN,NC,13.787590011947884,1,1,0,4
TRX13582,Hickman Inc,2954906.12,Department of Energy,2021-10-09,Fixed-Price Contract,MEX,CA,14.898977776856276,3,1,1,0
TRX13583,Rogers LLC,861930.07,Department of Energy,2022-04-04,Fixed-Price Contract,MEX,NC,13.666930581251227,3,1,1,4
TRX13584,"Wilson, Herman and Bryant",4791266.7,Department of Agriculture,2022-06-12,Indefinite Delivery Contract,MEX,PA,15.382305589904359,0,2,1,7
TRX13585,Phelps Ltd,23825.0,NASA,2023-03-07,Time-and-Materials Contract,MEX,PA,10.078532700359306,6,3,1,7
TRX13586,"Hernandez, Cardenas and Lewis",1709492.89,Department of Education,2022-07-28,Time-and-Materials Contract,CAN,FL,14.35170791391062,2,3,0,1
TRX13587,Howard-Thompson,4714129.43,Department of Agriculture,2023-04-25,Cost-Reimbursement Contract,USA,MI,15.366075030742028,0,0,2,3
TRX13588,Vega-Fernandez,4345115.05,NASA,2022-04-11,Cost-Reimbursement Contract,USA,FL,15.284563025185713,6,0,2,1
TRX13589,Benjamin and Sons,1881008.21,Department of Energy,2022-07-08,Time-and-Materials Contract,CAN,FL,14.44731900460292,3,3,0,1
TRX13590,Brown Inc,2336533.7,Department of Education,2022-07-22,Time-and-Materials Contract,USA,GA,14.66417949228561,2,3,2,2
TRX13591,Atkinson-Evans,4957051.84,Department of Transportation,2021-04-27,Fixed-Price Contract,MEX,CA,15.416321936619086,5,1,1,0
TRX13592,Dawson and Sons,2009762.54,NASA,2021-03-03,Cost-Reimbursement Contract,MEX,VA,14.513527631323875,6,0,1,9
TRX13593,Villarreal and Sons,3725100.78,NASA,2024-03-27,Indefinite Delivery Contract,USA,MI,15.13060473291245,6,2,2,3
TRX13594,"White, Maldonado and Harrison",261042.89,Department of Education,2021-06-06,Fixed-Price Contract,USA,TX,12.472443833086908,2,1,2,8
TRX13595,Dunlap-Graves,259631.69,Department of Defense,2022-01-31,Fixed-Price Contract,CAN,VA,12.467023180383478,1,1,0,9
TRX13596,"Hill, Shannon and Lang",4326647.29,Department of Defense,2022-03-01,Indefinite Delivery Contract,CAN,TX,15.280303733259545,1,2,0,8
TRX13597,Fuentes PLC,1535792.38,Department of Education,2021-12-15,Cost-Reimbursement Contract,CAN,OH,14.244557665412199,2,0,0,6
TRX13598,"Morrison, Horn and Cuevas",1571042.84,Department of Health and Human Services,2021-03-07,Cost-Reimbursement Contract,USA,CA,14.267250822640888,4,0,2,0
TRX13599,Jensen-Young,3382083.7,Department of Education,2023-06-03,Cost-Reimbursement Contract,MEX,NC,15.034002852479512,2,0,1,4
TRX13600,Sullivan Group,646999.75,Department of Transportation,2022-01-01,Cost-Reimbursement Contract,MEX,MI,13.380102732678656,5,0,1,3
TRX13601,Guerrero Ltd,3895050.14,Department of Energy,2022-12-17,Cost-Reimbursement Contract,USA,CA,15.175217366854195,3,0,2,0
TRX13602,Armstrong-Sexton,3372342.67,Department of Energy,2023-02-06,Fixed-Price Contract,MEX,MI,15.031118511653107,3,1,1,3
TRX13603,Miranda-Bell,1901766.38,Department of Defense,2021-03-23,Fixed-Price Contract,USA,PA,14.458294211768754,1,1,2,7
TRX13604,Ray Inc,868489.15,Department of Education,2021-07-17,Indefinite Delivery Contract,CAN,NC,13.674511523205776,2,2,0,4
TRX13605,"Reed, Garner and Marquez",1963596.03,Department of Defense,2021-04-11,Fixed-Price Contract,CAN,TX,14.490288568636881,1,1,0,8
TRX13606,Anderson Ltd,195385.0,Department of Education,2023-09-04,Indefinite Delivery Contract,USA,CA,12.182732368122245,2,2,2,0
TRX13607,Green PLC,630258.96,Department of Health and Human Services,2021-05-05,Indefinite Delivery Contract,USA,NY,13.353887648177974,4,2,2,5
TRX13608,Rodriguez-Finley,352619.7,Department of Education,2022-04-09,Fixed-Price Contract,USA,CA,12.773148253972591,2,1,2,0
TRX13609,Roberts-Fowler,2280534.69,Department of Energy,2021-01-11,Cost-Reimbursement Contract,MEX,FL,14.639920925088168,3,0,1,1
TRX13610,Rogers Group,785252.37,NASA,2022-02-15,Cost-Reimbursement Contract,MEX,CA,13.573761709018555,6,0,1,0
TRX13611,Thornton-Miller,3598253.38,Department of Defense,2021-08-28,Time-and-Materials Contract,MEX,NY,15.095959391382566,1,3,1,5
TRX13612,Mckenzie Inc,797563.0,Department of Health and Human Services,2021-02-01,Cost-Reimbursement Contract,USA,GA,13.589317361204914,4,0,2,2
TRX13613,Stanley-Ayala,2252544.0,Department of Defense,2022-09-08,Time-and-Materials Contract,CAN,NC,14.627571246067518,1,3,0,4
TRX13614,Rosales PLC,1953215.62,Department of Health and Human Services,2022-02-21,Time-and-Materials Contract,CAN,TX,14.48498812024669,4,3,0,8
TRX13615,"Fuller, Casey and Russell",1999425.88,Department of Agriculture,2021-08-24,Time-and-Materials Contract,USA,OH,14.508371137458058,0,3,2,6
TRX13616,"Torres, Chang and Duffy",2151150.82,Department of Education,2023-01-17,Time-and-Materials Contract,MEX,NC,14.581513986884195,2,3,1,4
TRX13617,Cook Group,3690156.59,NASA,2023-08-26,Time-and-Materials Contract,CAN,GA,15.121179722421852,6,3,0,2
TRX13618,Acosta Group,1949823.06,Department of Energy,2022-04-19,Cost-Reimbursement Contract,CAN,GA,14.483249700828326,3,0,0,2
TRX13619,Guerrero Inc,2050666.8,Department of Defense,2023-04-10,Time-and-Materials Contract,MEX,OH,14.533676054165154,1,3,1,6
TRX13620,Craig Inc,3218711.98,Department of Energy,2024-03-16,Indefinite Delivery Contract,CAN,MI,14.984492141968818,3,2,0,3
TRX13621,Smith LLC,1308285.3,Department of Energy,2022-07-14,Time-and-Materials Contract,USA,MI,14.084228670839767,3,3,2,3
TRX13622,Mcconnell-Jacobs,2408309.53,Department of Agriculture,2023-05-31,Time-and-Materials Contract,USA,CA,14.694436034737723,0,3,2,0
TRX13623,Martinez and Sons,3339460.64,Department of Education,2023-12-14,Fixed-Price Contract,MEX,MI,15.021320166332341,2,1,1,3
TRX13624,Williamson LLC,1040042.33,Department of Health and Human Services,2023-06-07,Cost-Reimbursement Contract,MEX,MI,13.854772933711196,4,0,1,3
TRX13625,Barber LLC,3523648.0,Department of Defense,2021-10-25,Fixed-Price Contract,MEX,NY,15.07500765835335,1,1,1,5
TRX13626,Bright and Sons,4355826.1,Department of Defense,2022-10-16,Fixed-Price Contract,MEX,TX,15.287025069868896,1,1,1,8
TRX13627,Smith Group,4188503.81,Department of Health and Human Services,2022-06-25,Time-and-Materials Contract,USA,GA,15.247854380957818,4,3,2,2
TRX13628,Ewing-Brady,946968.23,Department of Education,2021-01-22,Indefinite Delivery Contract,CAN,MI,13.761021879560083,2,2,0,3
TRX13629,"Scott, Turner and Preston",4815810.92,Department of Transportation,2023-02-14,Time-and-Materials Contract,MEX,NY,15.387415212052053,5,3,1,5
TRX13630,Thomas Ltd,1227431.65,NASA,2021-06-24,Cost-Reimbursement Contract,MEX,OH,14.020435269528422,6,0,1,6
TRX13631,"Ward, Conrad and Edwards",4026465.63,Department of Education,2023-01-23,Time-and-Materials Contract,USA,NY,15.208399782588709,2,3,2,5
TRX13632,Wood-Brown,4781791.12,Department of Health and Human Services,2023-09-10,Time-and-Materials Contract,CAN,TX,15.3803259547046,4,3,0,8
TRX13633,Becker and Sons,4815378.57,Department of Defense,2023-06-27,Time-and-Materials Contract,MEX,OH,15.387325430844664,1,3,1,6
TRX13634,Garcia Group,4924189.71,Department of Education,2021-10-16,Time-and-Materials Contract,MEX,CA,15.409670496243209,2,3,1,0
TRX13635,Collins-White,443884.99,Department of Agriculture,2022-09-01,Indefinite Delivery Contract,MEX,PA,13.003323029161638,0,2,1,7
TRX13636,Anderson PLC,239034.21,Department of Agriculture,2022-07-19,Indefinite Delivery Contract,USA,PA,12.384366142238534,0,2,2,7
TRX13637,Hamilton Inc,3339041.58,Department of Health and Human Services,2024-01-22,Indefinite Delivery Contract,MEX,NY,15.021194671165535,4,2,1,5
TRX13638,"Williams, Ellis and Bruce",3538633.24,Department of Energy,2023-03-21,Cost-Reimbursement Contract,USA,GA,15.079251402757333,3,0,2,2
TRX13639,Thomas Ltd,985706.78,NASA,2024-02-07,Fixed-Price Contract,USA,FL,13.801115220490395,6,1,2,1
TRX13640,Fischer LLC,3819458.41,Department of Education,2023-12-26,Fixed-Price Contract,MEX,OH,15.15561945486166,2,1,1,6
TRX13641,Smith-Miles,2479412.01,Department of Education,2021-05-18,Cost-Reimbursement Contract,MEX,MI,14.72353240060965,2,0,1,3
TRX13642,"Underwood, Spencer and Hurley",860425.38,NASA,2022-01-09,Fixed-Price Contract,MEX,PA,13.665183336063764,6,1,1,7
TRX13643,Smith-Brown,2054317.99,Department of Agriculture,2021-09-24,Indefinite Delivery Contract,USA,NY,14.535454959262605,0,2,2,5
TRX13644,Banks Inc,3681224.54,NASA,2021-04-28,Fixed-Price Contract,USA,GA,15.118756281877786,6,1,2,2
TRX13645,"Diaz, Salazar and Lester",3174005.3,Department of Education,2022-11-15,Time-and-Materials Contract,CAN,NC,14.970505164943647,2,3,0,4
TRX13646,Foster-Hoffman,3564138.08,Department of Transportation,2023-03-07,Cost-Reimbursement Contract,USA,FL,15.086433090380462,5,0,2,1
TRX13647,Preston-Bryant,4724375.34,Department of Defense,2022-08-06,Cost-Reimbursement Contract,USA,VA,15.36824611866394,1,0,2,9
TRX13648,"James, Conner and Keith",2224594.82,NASA,2021-11-09,Cost-Reimbursement Contract,CAN,PA,14.615085803148819,6,0,0,7
TRX13649,Richardson Inc,1189279.18,Department of Energy,2021-05-26,Indefinite Delivery Contract,CAN,NC,13.988858791311188,3,2,0,4
TRX13650,Hunter-Barrett,3024963.91,Department of Defense,2023-07-11,Indefinite Delivery Contract,MEX,CA,14.922410049379799,1,2,1,0
TRX13651,Mann and Sons,2023863.93,NASA,2021-07-01,Indefinite Delivery Contract,CAN,OH,14.520519572972944,6,2,0,6
TRX13652,Flowers-Martin,1618589.0,NASA,2021-07-21,Time-and-Materials Contract,MEX,OH,14.29706595784598,6,3,1,6
TRX13653,Valentine-Fowler,4569370.46,NASA,2022-04-18,Indefinite Delivery Contract,CAN,OH,15.334886217306398,6,2,0,6
TRX13654,Thornton-Carter,2421472.49,Department of Defense,2023-08-23,Cost-Reimbursement Contract,MEX,PA,14.69988679300584,1,0,1,7
TRX13655,Hanson-Wyatt,4751687.73,Department of Transportation,2024-02-10,Indefinite Delivery Contract,USA,NY,15.374010634933079,5,2,2,5
TRX13656,Cortez and Sons,87180.9,Department of Education,2023-09-14,Time-and-Materials Contract,USA,CA,11.375752019544345,2,3,2,0
TRX13657,Hall-Brown,1432285.74,Department of Transportation,2022-01-11,Fixed-Price Contract,USA,GA,14.174782843888057,5,1,2,2
TRX13658,Adams and Sons,1356959.57,Department of Transportation,2023-10-12,Indefinite Delivery Contract,MEX,MI,14.120757881652036,5,2,1,3
TRX13659,"Hinton, Wall and Mccormick",1306899.24,Department of Education,2021-12-21,Time-and-Materials Contract,MEX,PA,14.083168662225788,2,3,1,7
TRX13660,"Miller, Herrera and Hughes",2450352.79,Department of Transportation,2023-04-09,Time-and-Materials Contract,MEX,OH,14.711742976177277,5,3,1,6
TRX13661,"Knight, Sweeney and Bond",425302.26,Department of Agriculture,2021-05-28,Time-and-Materials Contract,USA,FL,12.960557746389869,0,3,2,1
TRX13662,Elliott LLC,4718110.86,Department of Energy,2021-04-27,Cost-Reimbursement Contract,CAN,NC,15.366919247867513,3,0,0,4
TRX13663,Bryan-Hughes,3281769.39,Department of Health and Human Services,2021-08-08,Indefinite Delivery Contract,CAN,NY,15.003893587794826,4,2,0,5
TRX13664,Price Group,880636.29,Department of Health and Human Services,2022-04-16,Indefinite Delivery Contract,USA,NY,13.688401117534859,4,2,2,5
TRX13665,Welch PLC,827935.84,NASA,2023-11-14,Time-and-Materials Contract,USA,PA,13.626692150264677,6,3,2,7
TRX13666,Smith LLC,432856.44,NASA,2021-03-09,Time-and-Materials Contract,MEX,CA,12.978163714898649,6,3,1,0
TRX13667,"Baker, Green and Barron",3262332.83,Department of Health and Human Services,2021-03-20,Indefinite Delivery Contract,CAN,OH,14.997953395982606,4,2,0,6
TRX13668,Cannon-Johnson,275476.4,Department of Defense,2021-05-11,Indefinite Delivery Contract,MEX,VA,12.526260871542366,1,2,1,9
TRX13669,"Gonzalez, Braun and Jackson",3510546.24,Department of Agriculture,2021-02-11,Indefinite Delivery Contract,USA,CA,15.071282492121439,0,2,2,0
TRX13670,Jackson-Moore,145595.05,Department of Education,2023-12-26,Time-and-Materials Contract,CAN,VA,11.888591285255842,2,3,0,9
TRX13671,Collins-Johnson,1396532.61,Department of Defense,2022-09-23,Fixed-Price Contract,MEX,FL,14.14950373138889,1,1,1,1
TRX13672,Mccoy-Phillips,4003835.43,Department of Transportation,2021-07-24,Time-and-Materials Contract,MEX,VA,15.202763566934445,5,3,1,9
TRX13673,Kent Inc,1265830.23,Department of Education,2023-11-07,Time-and-Materials Contract,MEX,FL,14.051239563163088,2,3,1,1
TRX13674,White PLC,2876816.73,Department of Education,2024-02-23,Indefinite Delivery Contract,USA,TX,14.872195286338332,2,2,2,8
TRX13675,Huff-Smith,1181849.48,NASA,2022-12-18,Indefinite Delivery Contract,USA,VA,13.982591971484773,6,2,2,9
TRX13676,"Brown, Norris and Coleman",3519780.77,Department of Transportation,2021-11-10,Indefinite Delivery Contract,CAN,GA,15.073909548493285,5,2,0,2
TRX13677,Valdez-Peterson,4928144.7,Department of Health and Human Services,2021-07-27,Time-and-Materials Contract,CAN,TX,15.410473349505187,4,3,0,8
TRX13678,Hughes-Pruitt,801593.99,Department of Agriculture,2022-07-12,Fixed-Price Contract,USA,PA,13.594358759293206,0,1,2,7
TRX13679,Valdez Inc,2090605.37,Department of Education,2023-01-20,Fixed-Price Contract,CAN,NC,14.552964711048263,2,1,0,4
TRX13680,Snyder-Parker,1888042.84,Department of Defense,2021-12-06,Fixed-Price Contract,CAN,TX,14.451051845756979,1,1,0,8
TRX13681,"Baker, Williams and Ellis",3942483.92,Department of Education,2023-10-30,Cost-Reimbursement Contract,USA,VA,15.187321772827868,2,0,2,9
TRX13682,Robinson and Sons,4385471.57,Department of Agriculture,2022-11-11,Time-and-Materials Contract,MEX,NC,15.293807947651015,0,3,1,4
TRX13683,Mccarthy and Sons,188400.28,Department of Transportation,2022-10-06,Indefinite Delivery Contract,USA,NY,12.146329435156522,5,2,2,5
TRX13684,Johnson-Clayton,1228411.87,Department of Energy,2021-07-02,Time-and-Materials Contract,MEX,PA,14.021233544537228,3,3,1,7
TRX13685,Henson-Moses,3712848.67,Department of Defense,2021-06-19,Cost-Reimbursement Contract,MEX,NC,15.127310244863143,1,0,1,4
TRX13686,Ramirez-Wise,583907.86,Department of Defense,2021-11-18,Indefinite Delivery Contract,USA,TX,13.277500187987643,1,2,2,8
TRX13687,Walker-Rush,2833447.92,Department of Transportation,2021-10-30,Fixed-Price Contract,USA,NC,14.857005227254447,5,1,2,4
TRX13688,Smith-Nash,1649646.42,Department of Agriculture,2021-12-21,Fixed-Price Contract,CAN,CA,14.316072138194418,0,1,0,0
TRX13689,"Olson, York and Choi",433193.83,Department of Agriculture,2023-06-29,Cost-Reimbursement Contract,CAN,OH,12.97894285959639,0,0,0,6
TRX13690,"Baker, Williams and Henderson",455645.19,Department of Energy,2023-08-04,Indefinite Delivery Contract,CAN,PA,13.0294718882082,3,2,0,7
TRX13691,"Webster, Barnes and Tucker",4648912.94,Department of Health and Human Services,2022-05-13,Cost-Reimbursement Contract,MEX,PA,15.352144188993531,4,0,1,7
TRX13692,Nichols PLC,4018924.08,NASA,2021-10-24,Cost-Reimbursement Contract,USA,FL,15.206525031804487,6,0,2,1
TRX13693,Frazier-Nelson,3600357.52,Department of Energy,2023-12-12,Cost-Reimbursement Contract,USA,PA,15.096543987356583,3,0,2,7
TRX13694,"Allen, Patton and Eaton",390048.89,NASA,2023-10-18,Time-and-Materials Contract,USA,NC,12.874029933001292,6,3,2,4
TRX13695,Clay-Marquez,265348.08,Department of Defense,2021-05-21,Indefinite Delivery Contract,MEX,NC,12.488801521131132,1,2,1,4
TRX13696,Mann-Marshall,1276307.56,NASA,2022-12-06,Indefinite Delivery Contract,CAN,OH,14.059482531835387,6,2,0,6
TRX13697,"Brown, Gibson and Johnston",4297811.29,Department of Health and Human Services,2022-08-07,Cost-Reimbursement Contract,CAN,PA,15.273616681429097,4,0,0,7
TRX13698,"Fisher, Donaldson and Fleming",2487912.01,NASA,2021-03-22,Cost-Reimbursement Contract,CAN,CA,14.726954768403592,6,0,0,0
TRX13699,Grant-Fernandez,4050208.79,NASA,2023-03-02,Cost-Reimbursement Contract,CAN,NY,15.214279237741149,6,0,0,5
TRX13700,"Smith, Villarreal and Shelton",1660727.13,Department of Defense,2023-03-03,Cost-Reimbursement Contract,CAN,VA,14.322766696691719,1,0,0,9
TRX13701,"Ramirez, Rodgers and Collins",4364115.19,Department of Health and Human Services,2024-03-24,Fixed-Price Contract,USA,VA,15.288926250236948,4,1,2,9
TRX13702,"Oconnor, Cordova and Fuentes",2582096.24,Department of Health and Human Services,2021-07-02,Fixed-Price Contract,USA,MI,14.764112510407696,4,1,2,3
TRX13703,Griffin-Walsh,2795562.05,Department of Energy,2023-04-14,Fixed-Price Contract,USA,NY,14.843544093299307,3,1,2,5
TRX13704,"Price, Doyle and Richards",4313491.51,Department of Transportation,2023-02-16,Indefinite Delivery Contract,MEX,FL,15.277258461088314,5,2,1,1
TRX13705,Davidson-Johnson,4621489.34,Department of Energy,2023-08-16,Cost-Reimbursement Contract,USA,FL,15.34622779545434,3,0,2,1
TRX13706,Leblanc Group,4373581.36,Department of Agriculture,2023-04-03,Cost-Reimbursement Contract,USA,CA,15.29109299326414,0,0,2,0
TRX13707,Small-Jackson,2033321.18,Department of Education,2023-11-07,Cost-Reimbursement Contract,MEX,OH,14.525181555214484,2,0,1,6
TRX13708,"Ramirez, Anderson and Stokes",1140929.63,NASA,2021-12-31,Fixed-Price Contract,CAN,TX,13.947354829449955,6,1,0,8
TRX13709,"Mcgee, Malone and Valdez",3957790.75,NASA,2022-09-20,Time-and-Materials Contract,MEX,TX,15.191196788803383,6,3,1,8
TRX13710,Cooper and Sons,3702184.84,Department of Health and Human Services,2021-11-13,Fixed-Price Contract,MEX,NC,15.124433970747559,4,1,1,4
TRX13711,Jackson PLC,218436.29,Department of Transportation,2022-04-17,Fixed-Price Contract,CAN,NY,12.294254250036413,5,1,0,5
TRX13712,Rodriguez-Edwards,2045232.92,Department of Transportation,2022-03-04,Fixed-Price Contract,MEX,GA,14.531022727225492,5,1,1,2
TRX13713,"Malone, Jacobs and Schmidt",1414603.1,Department of Agriculture,2022-06-11,Time-and-Materials Contract,CAN,CA,14.162360261925649,0,3,0,0
TRX13714,"Garcia, Blankenship and Romero",2658983.23,Department of Energy,2023-08-12,Cost-Reimbursement Contract,MEX,TX,14.793454739406517,3,0,1,8
TRX13715,Santos Ltd,2730951.54,NASA,2023-06-03,Fixed-Price Contract,USA,TX,14.820161022055114,6,1,2,8
TRX13716,Porter Ltd,3950126.47,Department of Energy,2022-03-16,Time-and-Materials Contract,USA,NC,15.189258407242686,3,3,2,4
TRX13717,"Weiss, Oconnor and Johnson",908955.25,Department of Agriculture,2022-11-03,Cost-Reimbursement Contract,USA,TX,13.720052242188357,0,0,2,8
TRX13718,Hernandez-Jones,1656011.77,Department of Education,2022-07-12,Indefinite Delivery Contract,USA,TX,14.319923325250267,2,2,2,8
TRX13719,Howard PLC,2363550.38,Department of Transportation,2024-02-10,Indefinite Delivery Contract,MEX,TX,14.675675867925618,5,2,1,8
TRX13720,"Reyes, Bell and Wood",4864505.06,NASA,2023-06-03,Indefinite Delivery Contract,MEX,TX,15.397475739156942,6,2,1,8
TRX13721,"Johnson, Castaneda and Freeman",410522.91,Department of Education,2023-07-30,Cost-Reimbursement Contract,MEX,FL,12.925189452219797,2,0,1,1
TRX13722,Gray Ltd,4437725.23,Department of Defense,2022-08-23,Cost-Reimbursement Contract,USA,TX,15.305652692874752,1,0,2,8
TRX13723,"Mcguire, Sullivan and Barnes",1065161.15,Department of Health and Human Services,2022-11-21,Fixed-Price Contract,USA,TX,13.878637599057399,4,1,2,8
TRX13724,Alexander-Allen,2489100.82,Department of Defense,2023-09-19,Cost-Reimbursement Contract,USA,CA,14.727432488508198,1,0,2,0
TRX13725,Vargas-Schmidt,1150523.94,Department of Health and Human Services,2023-10-12,Time-and-Materials Contract,MEX,TX,13.95572886575411,4,3,1,8
