Transaction_ID,Vendor_Name,Award_Amount,Award_Agency,Award_Date,Award_Type,Performance_Country,Performance_State
TRX12706,Chambers-Sanchez,21793.53,Department of Transportation,2023-01-28,Time-and-Materials Contract,MEX,PA
TRX12707,"Roberts, Nelson and Salinas",3159072.5,Department of Defense,2023-02-18,Cost-Reimbursement Contract,MEX,VA
TRX12708,Scott LLC,558905.26,Department of Education,2021-10-04,Indefinite Delivery Contract,MEX,NY
TRX12709,Green-Ortega,3780694.2,Department of Energy,2022-06-04,Cost-Reimbursement Contract,CAN,NC
TRX12710,Mitchell Group,806116.25,Department of Energy,2021-07-07,Cost-Reimbursement Contract,USA,NC
TRX12711,Young-Webb,2600328.38,Department of Transportation,2023-03-21,Indefinite Delivery Contract,CAN,PA
TRX12712,James-Cross,3187962.68,Department of Energy,2022-07-17,Cost-Reimbursement Contract,MEX,VA
TRX12713,"Sanchez, French and Kelley",1702529.85,Department of Education,2021-11-21,Time-and-Materials Contract,MEX,PA
TRX12714,Torres-Bruce,3193261.54,Department of Energy,2022-05-14,Time-and-Materials Contract,CAN,CA
TRX12715,"Anderson, Larsen and Thomas",3663712.85,NASA,2022-05-15,Cost-Reimbursement Contract,USA,TX
TRX12716,Oneal PLC,3987924.22,NASA,2023-10-12,Fixed-Price Contract,MEX,TX
TRX12717,Ruiz Group,4693521.94,NASA,2022-02-25,Fixed-Price Contract,MEX,MI
TRX12718,"Harper, Garcia and Zhang",2489829.01,Department of Energy,2021-10-26,Cost-Reimbursement Contract,USA,PA
TRX12719,"Rogers, Marquez and Miller",2879389.42,Department of Agriculture,2022-09-13,Cost-Reimbursement Contract,USA,TX
TRX12720,Wang Ltd,2727929.2,Department of Defense,2021-02-16,Time-and-Materials Contract,CAN,NY
TRX12721,Clarke-Gutierrez,2829232.6,Department of Transportation,2021-12-09,Indefinite Delivery Contract,USA,FL
TRX12722,"Molina, Smith and Williams",4665945.36,Department of Health and Human Services,2024-03-13,Cost-Reimbursement Contract,CAN,GA
TRX12723,Flores PLC,2234076.97,Department of Energy,2022-03-03,Time-and-Materials Contract,USA,CA
TRX12724,"Warner, Dodson and Grant",927797.46,Department of Health and Human Services,2023-03-12,Indefinite Delivery Contract,CAN,TX
TRX12725,"Kennedy, Walker and Morgan",3243238.45,NASA,2023-02-15,Fixed-Price Contract,CAN,NY
TRX12726,"Orr, Foster and Reeves",4908421.68,Department of Education,2024-03-26,Fixed-Price Contract,MEX,NC
TRX12727,Horton LLC,893198.15,Department of Defense,2021-06-27,Time-and-Materials Contract,CAN,PA
TRX12728,Rogers PLC,3175412.16,NASA,2022-12-01,Time-and-Materials Contract,MEX,MI
TRX12729,"Luna, Lang and Parker",3296808.1,NASA,2023-04-24,Fixed-Price Contract,USA,OH
TRX12730,Huffman PLC,1164777.25,Department of Energy,2021-05-28,Time-and-Materials Contract,MEX,VA
TRX12731,Morales-Haynes,2456938.28,Department of Transportation,2021-09-05,Indefinite Delivery Contract,MEX,VA
TRX12732,Bennett Inc,573043.86,Department of Education,2022-03-25,Cost-Reimbursement Contract,CAN,MI
TRX12733,Moon and Sons,3046054.18,Department of Defense,2022-01-16,Cost-Reimbursement Contract,USA,PA
TRX12734,"Fowler, Bowman and Evans",3246628.28,Department of Agriculture,2021-06-20,Fixed-Price Contract,CAN,NY
TRX12735,Stewart and Sons,388622.75,Department of Energy,2021-09-13,Cost-Reimbursement Contract,CAN,OH
TRX12736,Case-Perez,2639531.74,Department of Agriculture,2022-07-08,Indefinite Delivery Contract,MEX,OH
TRX12737,"Cochran, Kaiser and Lewis",3892591.95,Department of Transportation,2022-05-06,Cost-Reimbursement Contract,CAN,CA
TRX12738,Salas-Briggs,4108437.65,Department of Education,2021-07-26,Cost-Reimbursement Contract,USA,NY
TRX12739,Meyers-Garza,3935669.56,Department of Education,2022-01-23,Fixed-Price Contract,USA,MI
TRX12740,Hays Ltd,4056634.2,Department of Health and Human Services,2023-03-09,Fixed-Price Contract,MEX,TX
TRX12741,Gardner PLC,171833.13,Department of Education,2021-11-26,Cost-Reimbursement Contract,CAN,OH
TRX12742,Bryant Inc,1644432.21,NASA,2021-05-13,Indefinite Delivery Contract,USA,GA
TRX12743,Williams-Mitchell,4071187.1,Department of Health and Human Services,2023-09-25,Time-and-Materials Contract,MEX,CA
TRX12744,Stone Group,3991783.56,Department of Energy,2022-01-07,Fixed-Price Contract,USA,PA
TRX12745,Miller Group,177162.9,Department of Education,2021-04-22,Time-and-Materials Contract,USA,CA
TRX12746,Fischer-Walls,4876800.75,Department of Agriculture,2021-03-06,Fixed-Price Contract,CAN,NY
TRX12747,Garner and Sons,4651919.51,Department of Agriculture,2022-01-08,Indefinite Delivery Contract,MEX,CA
TRX12748,Horn Inc,1994756.53,Department of Defense,2021-11-15,Indefinite Delivery Contract,USA,PA
TRX12749,Paul and Sons,999445.1,Department of Agriculture,2021-02-21,Time-and-Materials Contract,CAN,GA
TRX12750,Gallagher Ltd,1468560.8,Department of Agriculture,2021-12-22,Time-and-Materials Contract,USA,GA
TRX12751,Simpson-Walker,4327937.7,Department of Agriculture,2021-08-19,Fixed-Price Contract,CAN,MI
TRX12752,"Wilkerson, Little and Brandt",3250943.78,Department of Agriculture,2024-02-24,Fixed-Price Contract,USA,CA
TRX12753,Bailey Ltd,2367619.08,Department of Transportation,2024-02-09,Time-and-Materials Contract,MEX,GA
TRX12754,Foster-Whitehead,3828586.69,NASA,2022-07-25,Cost-Reimbursement Contract,MEX,GA
TRX12755,Evans-Wallace,1271889.1,Department of Agriculture,2021-01-08,Cost-Reimbursement Contract,MEX,MI
TRX12756,Medina-Compton,1295527.11,Department of Health and Human Services,2023-04-21,Fixed-Price Contract,USA,VA
TRX12757,"Vasquez, Lin and Lee",1052590.89,Department of Defense,2022-01-28,Indefinite Delivery Contract,MEX,GA
TRX12758,Garcia and Sons,867225.03,Department of Energy,2021-01-30,Indefinite Delivery Contract,USA,MI
TRX12759,"Williams, Marks and Hughes",4216993.28,Department of Transportation,2021-05-13,Indefinite Delivery Contract,USA,MI
TRX12760,Price-May,311549.24,Department of Defense,2022-03-10,Time-and-Materials Contract,CAN,CA
TRX12761,"Fletcher, Shields and Jones",635984.52,Department of Agriculture,2022-08-20,Fixed-Price Contract,CAN,VA
TRX12762,"Lewis, Fernandez and Hickman",3841352.53,Department of Agriculture,2023-12-27,Indefinite Delivery Contract,CAN,MI
TRX12763,Dixon Ltd,4389491.37,Department of Transportation,2023-01-12,Indefinite Delivery Contract,CAN,FL
TRX12764,"Brown, Brooks and Yates",2677250.73,Department of Energy,2023-12-06,Cost-Reimbursement Contract,CAN,NY
TRX12765,Kim-Bates,3429550.79,Department of Transportation,2023-02-19,Fixed-Price Contract,CAN,VA
TRX12766,Vaughn Group,206583.09,Department of Agriculture,2021-05-10,Fixed-Price Contract,USA,OH
TRX12767,Richardson-Griffith,624897.84,Department of Energy,2023-03-11,Indefinite Delivery Contract,USA,NC
TRX12768,"Moreno, Spencer and Bryan",3054982.04,Department of Agriculture,2023-09-12,Cost-Reimbursement Contract,USA,PA
TRX12769,Freeman and Sons,4738382.63,Department of Education,2024-03-19,Fixed-Price Contract,CAN,VA
TRX12770,"Mills, Jones and Brown",741325.71,Department of Transportation,2024-03-19,Indefinite Delivery Contract,CAN,NY
TRX12771,Hull Ltd,798642.73,Department of Energy,2023-03-13,Time-and-Materials Contract,MEX,VA
TRX12772,"Barker, Navarro and Farrell",2093788.82,Department of Health and Human Services,2022-01-26,Cost-Reimbursement Contract,MEX,CA
TRX12773,Wang-King,4358369.86,Department of Education,2023-05-31,Indefinite Delivery Contract,CAN,NY
TRX12774,Hawkins-Martin,2123554.39,Department of Defense,2021-02-11,Time-and-Materials Contract,MEX,MI
TRX12775,"Figueroa, Montgomery and Martin",4405361.74,Department of Health and Human Services,2022-10-14,Time-and-Materials Contract,CAN,TX
TRX12776,Chavez-Adkins,1720217.23,Department of Defense,2022-08-23,Fixed-Price Contract,CAN,GA
TRX12777,Lambert-Cox,1693713.56,Department of Defense,2022-07-13,Fixed-Price Contract,CAN,TX
TRX12778,"Williams, Kerr and Gardner",2889236.04,Department of Transportation,2023-03-08,Cost-Reimbursement Contract,MEX,OH
TRX12779,"Rowe, Kennedy and Jacobs",2380960.52,Department of Health and Human Services,2023-06-21,Indefinite Delivery Contract,MEX,OH
TRX12780,"Hernandez, Moore and Noble",2234187.04,Department of Health and Human Services,2022-01-14,Fixed-Price Contract,MEX,MI
TRX12781,Rose and Sons,1743907.51,Department of Education,2024-02-11,Time-and-Materials Contract,MEX,CA
TRX12782,Collins Ltd,2318622.83,Department of Agriculture,2021-09-01,Indefinite Delivery Contract,USA,PA
TRX12783,"Montgomery, Vazquez and Williams",4366150.67,Department of Defense,2023-01-07,Fixed-Price Contract,CAN,GA
TRX12784,"Garrett, Haas and Monroe",2999287.1,Department of Agriculture,2023-12-31,Cost-Reimbursement Contract,CAN,CA
TRX12785,Cortez Inc,4988451.45,Department of Energy,2021-09-05,Time-and-Materials Contract,USA,FL
TRX12786,Martinez-Diaz,621427.5,NASA,2023-11-24,Cost-Reimbursement Contract,MEX,GA
TRX12787,"Williams, Rivera and Huff",2027007.94,Department of Transportation,2021-01-04,Fixed-Price Contract,CAN,OH
TRX12788,Dillon-Brown,2752782.3,Department of Health and Human Services,2023-10-05,Time-and-Materials Contract,CAN,GA
TRX12789,Cortez-Martinez,1368794.41,Department of Defense,2021-06-19,Indefinite Delivery Contract,CAN,NY
TRX12790,Valencia and Sons,2618910.36,NASA,2022-06-11,Indefinite Delivery Contract,MEX,NY
TRX12791,Bell-Cochran,1624071.86,Department of Defense,2021-09-03,Cost-Reimbursement Contract,CAN,TX
TRX12792,Grimes-Moss,3745455.11,Department of Energy,2021-05-26,Indefinite Delivery Contract,MEX,NC
TRX12793,"Garrett, Cross and Rodriguez",332790.48,NASA,2021-11-17,Time-and-Materials Contract,MEX,PA
TRX12794,"Sanders, Stanley and Todd",1483761.29,Department of Education,2021-02-22,Indefinite Delivery Contract,USA,GA
TRX12795,Harrington Group,437347.46,Department of Health and Human Services,2021-06-16,Fixed-Price Contract,USA,VA
TRX12796,Rogers LLC,4429186.0,Department of Energy,2023-02-19,Fixed-Price Contract,MEX,MI
TRX12797,Campbell-Dawson,1154742.29,NASA,2021-08-21,Fixed-Price Contract,USA,TX
TRX12798,Mueller-Chambers,4960449.67,Department of Defense,2021-07-07,Cost-Reimbursement Contract,CAN,VA
TRX12799,Roberts and Sons,4730738.59,Department of Energy,2024-02-26,Time-and-Materials Contract,CAN,NC
TRX12800,"Jenkins, Johnson and Salazar",3909104.29,Department of Defense,2023-04-07,Fixed-Price Contract,MEX,PA
TRX12801,Anderson Group,4815145.44,Department of Education,2021-12-17,Cost-Reimbursement Contract,CAN,CA
TRX12802,"Pacheco, Lambert and Davis",1364558.56,Department of Transportation,2023-10-21,Fixed-Price Contract,MEX,NY
TRX12803,Fischer Group,1770064.44,Department of Defense,2021-04-04,Time-and-Materials Contract,USA,GA
TRX12804,"Clark, Palmer and Foster",4907764.7,Department of Energy,2023-01-09,Indefinite Delivery Contract,USA,GA
TRX12805,Russell-King,3046901.25,Department of Transportation,2022-05-01,Time-and-Materials Contract,USA,NC
TRX12806,"Hanson, Davis and Sawyer",3632527.13,Department of Energy,2023-05-07,Indefinite Delivery Contract,USA,NC
TRX12807,Cunningham and Sons,116058.33,Department of Agriculture,2021-10-05,Cost-Reimbursement Contract,MEX,FL
TRX12808,"Martin, Mcknight and James",1234557.35,Department of Defense,2022-01-09,Cost-Reimbursement Contract,USA,CA
TRX12809,Harris-King,2976565.31,Department of Energy,2022-04-09,Fixed-Price Contract,MEX,MI
TRX12810,Smith-Willis,2452584.9,Department of Transportation,2023-12-02,Fixed-Price Contract,CAN,NC
TRX12811,"Gilbert, Terry and Thomas",423485.28,NASA,2021-03-16,Cost-Reimbursement Contract,MEX,FL
TRX12812,Noble Group,4995556.11,Department of Energy,2022-08-18,Cost-Reimbursement Contract,USA,NC
TRX12813,Peck-Doyle,2081204.61,Department of Education,2023-05-18,Indefinite Delivery Contract,USA,VA
TRX12814,"Sparks, Nguyen and Hamilton",999064.41,Department of Defense,2023-09-06,Fixed-Price Contract,USA,CA
TRX12815,Chambers-Ferguson,1415161.37,Department of Health and Human Services,2024-03-06,Cost-Reimbursement Contract,USA,CA
TRX12816,Gray Group,2848278.01,Department of Health and Human Services,2022-04-12,Indefinite Delivery Contract,MEX,NY
TRX12817,Hodge Ltd,928582.35,Department of Energy,2021-09-21,Indefinite Delivery Contract,USA,PA
TRX12818,"Hardy, Norris and Romero",1058046.58,NASA,2023-03-17,Time-and-Materials Contract,MEX,FL
TRX12819,"Davis, Barron and Jordan",1570342.88,Department of Energy,2022-04-14,Time-and-Materials Contract,CAN,TX
TRX12820,"Noble, Mullins and Cruz",2324878.37,NASA,2022-09-09,Time-and-Materials Contract,MEX,GA
TRX12821,"Colon, Garcia and Ramos",3971432.95,Department of Health and Human Services,2024-02-12,Fixed-Price Contract,MEX,NY
TRX12822,Rodriguez PLC,2600323.95,Department of Defense,2021-05-18,Fixed-Price Contract,CAN,OH
TRX12823,Chandler Group,2102588.1,Department of Defense,2021-12-31,Cost-Reimbursement Contract,CAN,TX
TRX12824,Lee Group,1212892.0,Department of Education,2021-08-05,Fixed-Price Contract,CAN,PA
TRX12825,Munoz Group,1342142.14,NASA,2023-05-23,Time-and-Materials Contract,USA,CA
TRX12826,Mitchell-Bryan,3959312.46,Department of Energy,2023-11-22,Fixed-Price Contract,MEX,MI
TRX12827,White-Herrera,4693000.29,Department of Education,2021-03-16,Time-and-Materials Contract,MEX,CA
TRX12828,Bennett-Patterson,2242918.18,Department of Energy,2022-07-14,Fixed-Price Contract,MEX,OH
TRX12829,Bailey Group,551441.34,Department of Defense,2022-10-27,Fixed-Price Contract,USA,VA
TRX12830,"Green, Navarro and Morales",74647.96,Department of Agriculture,2022-03-12,Cost-Reimbursement Contract,USA,CA
TRX12831,Hensley-Barnes,1257827.91,Department of Agriculture,2022-02-13,Fixed-Price Contract,USA,PA
TRX12832,Hartman Ltd,3696640.61,Department of Education,2023-12-15,Cost-Reimbursement Contract,CAN,PA
TRX12833,Galloway-Carlson,2203640.01,Department of Health and Human Services,2022-11-15,Cost-Reimbursement Contract,MEX,MI
TRX12834,May-Shepherd,1354356.98,Department of Transportation,2023-10-06,Cost-Reimbursement Contract,CAN,PA
TRX12835,Ball Group,4458321.39,Department of Health and Human Services,2022-10-14,Fixed-Price Contract,USA,FL
TRX12836,Ward Inc,4510780.27,Department of Energy,2021-06-19,Indefinite Delivery Contract,USA,VA
TRX12837,Smith and Sons,1185511.1,Department of Defense,2023-06-10,Indefinite Delivery Contract,USA,GA
TRX12838,"Luna, Parker and Ponce",60299.44,Department of Defense,2023-08-11,Indefinite Delivery Contract,MEX,NY
TRX12839,"Barber, Becker and Black",3117268.82,Department of Energy,2024-03-30,Time-and-Materials Contract,CAN,OH
TRX12840,"Morales, Marquez and Taylor",1429984.68,Department of Agriculture,2022-06-12,Cost-Reimbursement Contract,USA,PA
TRX12841,"Kennedy, Williams and Marshall",2133952.79,Department of Health and Human Services,2023-03-26,Cost-Reimbursement Contract,CAN,GA
TRX12842,Jones Group,4527106.66,Department of Agriculture,2023-04-15,Time-and-Materials Contract,MEX,NC
TRX12843,Kim PLC,776677.11,Department of Education,2021-12-13,Fixed-Price Contract,CAN,NY
TRX12844,Santos-Mitchell,1532736.27,Department of Defense,2021-03-19,Time-and-Materials Contract,MEX,NY
TRX12845,"Curtis, Thompson and Rodriguez",986885.26,Department of Defense,2023-10-28,Fixed-Price Contract,CAN,NY
TRX12846,Black Inc,1983596.03,Department of Defense,2023-10-24,Indefinite Delivery Contract,MEX,GA
TRX12847,"Woods, Thomas and Brown",2337489.21,Department of Defense,2023-06-12,Cost-Reimbursement Contract,USA,NY
TRX12848,Mcmillan Inc,3904865.82,Department of Health and Human Services,2021-05-25,Indefinite Delivery Contract,MEX,NC
TRX12849,Carter-Franklin,3864960.4,Department of Defense,2023-10-09,Fixed-Price Contract,MEX,NY
TRX12850,Weber and Sons,1786674.99,NASA,2022-12-25,Time-and-Materials Contract,USA,GA
TRX12851,Leonard Ltd,2386749.03,Department of Energy,2023-05-13,Cost-Reimbursement Contract,MEX,MI
TRX12852,Wilson-Walker,3604961.96,Department of Transportation,2022-07-06,Time-and-Materials Contract,CAN,TX
TRX12853,White-Perry,4750939.29,Department of Education,2021-01-24,Fixed-Price Contract,USA,TX
TRX12854,"Miller, Barnes and Griffin",981215.91,Department of Energy,2022-10-29,Indefinite Delivery Contract,MEX,OH
TRX12855,Smith-Oconnell,2627185.82,Department of Transportation,2024-03-07,Indefinite Delivery Contract,MEX,CA
TRX12856,"Wang, Suarez and Myers",912928.01,Department of Transportation,2022-07-20,Indefinite Delivery Contract,CAN,NY
TRX12857,Allison-Fox,3782629.79,Department of Energy,2022-07-06,Fixed-Price Contract,MEX,FL
TRX12858,"Martin, Oconnor and Gutierrez",3462346.99,NASA,2022-07-30,Indefinite Delivery Contract,CAN,CA
TRX12859,Combs-Douglas,1094823.93,Department of Defense,2023-07-04,Cost-Reimbursement Contract,USA,OH
TRX12860,Barrera LLC,4815617.44,Department of Defense,2023-06-11,Time-and-Materials Contract,MEX,TX
TRX12861,"Williams, Kaufman and Paul",3054248.32,Department of Education,2022-11-19,Time-and-Materials Contract,USA,CA
TRX12862,Harmon Inc,3030069.25,Department of Energy,2022-02-24,Cost-Reimbursement Contract,CAN,VA
TRX12863,Richardson and Sons,1477946.37,Department of Energy,2024-03-24,Indefinite Delivery Contract,MEX,PA
TRX12864,"Russell, Jimenez and Lowery",3366294.76,NASA,2022-10-27,Time-and-Materials Contract,CAN,MI
TRX12865,Ball-Gallegos,4717529.86,Department of Education,2022-02-12,Cost-Reimbursement Contract,USA,CA
TRX12866,Brown-Maddox,1689585.03,Department of Energy,2022-01-13,Indefinite Delivery Contract,USA,TX
TRX12867,"Perry, Wade and Fox",4948843.4,Department of Energy,2021-12-17,Fixed-Price Contract,USA,PA
TRX12868,"Whitaker, Watson and Hall",4458399.2,Department of Education,2021-11-04,Time-and-Materials Contract,MEX,GA
TRX12869,Blevins-Durham,4147201.68,Department of Defense,2022-04-25,Fixed-Price Contract,MEX,CA
TRX12870,"Griffith, Martinez and Rodriguez",1909434.2,Department of Education,2023-08-09,Fixed-Price Contract,CAN,GA
TRX12871,Hill-Cuevas,3848532.11,Department of Health and Human Services,2022-01-03,Indefinite Delivery Contract,CAN,FL
TRX12872,Peters-Johnson,1997438.11,Department of Energy,2022-07-18,Fixed-Price Contract,USA,FL
TRX12873,Martin Inc,2293556.07,Department of Education,2022-04-27,Indefinite Delivery Contract,MEX,VA
TRX12874,"Lambert, Morales and Heath",4768329.43,Department of Energy,2022-07-04,Time-and-Materials Contract,USA,NY
TRX12875,Newman LLC,1145474.97,Department of Transportation,2021-04-22,Time-and-Materials Contract,MEX,NY
TRX12876,"Davis, Brooks and Rice",4314719.12,Department of Transportation,2021-01-22,Time-and-Materials Contract,USA,NC
TRX12877,Francis PLC,4592383.59,Department of Transportation,2023-03-14,Cost-Reimbursement Contract,CAN,NY
TRX12878,"Meadows, Mitchell and Matthews",2784512.6,Department of Energy,2023-09-01,Cost-Reimbursement Contract,MEX,TX
TRX12879,Landry-Williams,586168.77,Department of Defense,2024-03-11,Fixed-Price Contract,CAN,GA
TRX12880,"Brown, Lindsey and Ford",1318922.48,Department of Agriculture,2023-01-09,Indefinite Delivery Contract,USA,NC
TRX12881,Nicholson-Smith,4809455.23,Department of Agriculture,2021-04-19,Indefinite Delivery Contract,CAN,NY
TRX12882,Carson-Brady,3672603.83,Department of Agriculture,2022-02-10,Time-and-Materials Contract,USA,MI
TRX12883,Martin Group,4257377.95,Department of Defense,2023-07-16,Fixed-Price Contract,USA,TX
TRX12884,Avila-Hendricks,791944.82,Department of Energy,2021-07-08,Fixed-Price Contract,CAN,GA
TRX12885,"Parsons, Davila and Bright",3034857.01,Department of Education,2023-09-07,Cost-Reimbursement Contract,USA,TX
TRX12886,Lopez-Hall,155558.48,NASA,2022-03-28,Cost-Reimbursement Contract,CAN,GA
TRX12887,Jackson PLC,1196640.76,NASA,2022-04-08,Cost-Reimbursement Contract,USA,PA
TRX12888,Zuniga-Murphy,3389467.26,Department of Defense,2021-10-03,Cost-Reimbursement Contract,CAN,NC
TRX12889,"Jennings, Levy and Thomas",2413270.23,Department of Defense,2022-04-04,Time-and-Materials Contract,USA,NC
TRX12890,Lawson-Walter,217903.56,Department of Transportation,2022-03-17,Cost-Reimbursement Contract,USA,PA
TRX12891,White-Liu,532432.98,Department of Transportation,2024-03-04,Indefinite Delivery Contract,CAN,OH
TRX12892,Manning PLC,1739763.62,Department of Energy,2022-08-03,Indefinite Delivery Contract,CAN,GA
TRX12893,Lopez and Sons,1840741.26,Department of Education,2021-01-25,Cost-Reimbursement Contract,MEX,NC
TRX12894,"Garcia, Williamson and Brown",4412765.77,Department of Transportation,2021-03-25,Indefinite Delivery Contract,MEX,OH
TRX12895,Taylor Group,1340028.82,NASA,2022-10-23,Cost-Reimbursement Contract,USA,NC
TRX12896,Fritz-Aguilar,434932.36,Department of Energy,2021-01-27,Time-and-Materials Contract,MEX,TX
TRX12897,Mccarthy-Boyd,4758839.26,Department of Health and Human Services,2021-04-10,Fixed-Price Contract,MEX,MI
TRX12898,"Moon, Cox and Nelson",4998577.0,Department of Health and Human Services,2023-10-21,Indefinite Delivery Contract,MEX,CA
TRX12899,"Lowe, Perry and Morgan",1904577.75,Department of Energy,2021-04-15,Fixed-Price Contract,CAN,GA
TRX12900,"Shepherd, Allen and Hayes",4206801.67,Department of Defense,2021-12-19,Cost-Reimbursement Contract,USA,NC
TRX12901,Butler Inc,628841.27,Department of Health and Human Services,2021-06-10,Fixed-Price Contract,USA,PA
TRX12902,Case Ltd,3801735.52,Department of Health and Human Services,2023-09-12,Fixed-Price Contract,USA,FL
TRX12903,Williams Ltd,309467.03,Department of Agriculture,2021-08-18,Indefinite Delivery Contract,CAN,VA
TRX12904,Rodriguez LLC,741724.24,Department of Defense,2022-03-19,Indefinite Delivery Contract,MEX,VA
TRX12905,Dominguez Ltd,2879589.47,Department of Energy,2023-04-02,Time-and-Materials Contract,CAN,FL
TRX12906,Morgan Group,3515706.37,NASA,2023-07-15,Indefinite Delivery Contract,CAN,NC
TRX12907,Castillo-Hodge,460288.2,Department of Agriculture,2023-04-20,Cost-Reimbursement Contract,CAN,CA
TRX12908,Aguirre LLC,2905016.49,Department of Energy,2021-11-26,Time-and-Materials Contract,CAN,MI
TRX12909,Richardson LLC,5892.65,Department of Transportation,2021-04-02,Cost-Reimbursement Contract,USA,CA
TRX12910,"Nolan, Wu and Franklin",2221469.24,Department of Health and Human Services,2022-12-13,Indefinite Delivery Contract,CAN,MI
TRX12911,Reyes-Hodge,1836403.65,Department of Energy,2024-01-26,Indefinite Delivery Contract,USA,MI
TRX12912,"Garcia, Campbell and Barnett",4951011.95,Department of Defense,2021-01-04,Time-and-Materials Contract,MEX,GA
TRX12913,Ross-Espinoza,3180207.81,Department of Health and Human Services,2022-08-14,Cost-Reimbursement Contract,MEX,NY
TRX12914,Lewis-Moyer,4767171.61,Department of Education,2021-03-02,Fixed-Price Contract,USA,VA
TRX12915,"Watson, Young and Turner",3767271.36,Department of Transportation,2021-10-20,Time-and-Materials Contract,USA,CA
TRX12916,Freeman LLC,4530694.59,Department of Agriculture,2021-12-24,Cost-Reimbursement Contract,MEX,PA
TRX12917,Delacruz PLC,4921778.7,Department of Health and Human Services,2021-04-04,Indefinite Delivery Contract,MEX,NC
TRX12918,Glenn-Frank,4553221.9,NASA,2022-07-11,Indefinite Delivery Contract,USA,PA
TRX12919,Morrison-Salazar,4851224.89,Department of Defense,2021-10-13,Cost-Reimbursement Contract,MEX,NC
TRX12920,"Flores, Lee and Reeves",3658248.24,NASA,2022-10-20,Indefinite Delivery Contract,USA,CA
TRX12921,Norris Inc,4895994.95,Department of Health and Human Services,2023-07-21,Time-and-Materials Contract,USA,CA
TRX12922,Brown Group,2169784.56,Department of Agriculture,2021-09-06,Indefinite Delivery Contract,CAN,PA
TRX12923,"Burns, Francis and Castillo",2745488.12,Department of Health and Human Services,2022-12-28,Cost-Reimbursement Contract,CAN,PA
TRX12924,Clark-Ross,4005951.89,Department of Energy,2022-04-16,Indefinite Delivery Contract,USA,MI
TRX12925,Knox-Jones,570301.97,Department of Agriculture,2021-08-08,Time-and-Materials Contract,MEX,PA
TRX12926,Butler-Hunter,2292321.48,Department of Agriculture,2023-01-19,Indefinite Delivery Contract,MEX,VA
TRX12927,Stewart PLC,4665684.74,Department of Energy,2021-09-03,Cost-Reimbursement Contract,CAN,MI
TRX12928,Chang-Rodriguez,825392.02,Department of Defense,2023-10-31,Indefinite Delivery Contract,CAN,FL
TRX12929,"Strong, Padilla and Coleman",3607167.44,Department of Defense,2023-08-29,Fixed-Price Contract,CAN,NY
TRX12930,Rivas-Barron,4189979.98,Department of Education,2023-01-10,Cost-Reimbursement Contract,CAN,GA
TRX12931,Thompson PLC,3582230.71,NASA,2021-05-21,Cost-Reimbursement Contract,USA,FL
TRX12932,"Mills, Marquez and Hernandez",3659113.83,NASA,2021-09-02,Time-and-Materials Contract,USA,NY
TRX12933,Graham-Jones,1619944.2,NASA,2021-11-03,Indefinite Delivery Contract,CAN,NC
TRX12934,"Wall, White and Barker",4710250.59,NASA,2022-01-17,Indefinite Delivery Contract,USA,VA
TRX12935,Taylor LLC,725593.58,Department of Health and Human Services,2022-07-23,Time-and-Materials Contract,CAN,TX
TRX12936,Mercer-Martin,1149140.7,Department of Agriculture,2024-02-26,Cost-Reimbursement Contract,MEX,TX
TRX12937,Burke and Sons,2193515.31,Department of Education,2022-07-02,Time-and-Materials Contract,USA,PA
TRX12938,Navarro Inc,924527.16,Department of Agriculture,2021-08-13,Cost-Reimbursement Contract,MEX,GA
TRX12939,"Barr, Flores and Sanchez",1838124.5,Department of Education,2021-05-08,Indefinite Delivery Contract,MEX,OH
TRX12940,Ramos Inc,2797973.19,Department of Energy,2022-08-27,Fixed-Price Contract,CAN,PA
TRX12941,Moore Group,2810852.13,Department of Defense,2022-09-15,Time-and-Materials Contract,MEX,PA
TRX12942,"Young, Moore and Stout",1218547.44,Department of Transportation,2021-02-14,Fixed-Price Contract,MEX,FL
TRX12943,Sosa-Carpenter,2569881.14,Department of Transportation,2023-04-30,Time-and-Materials Contract,USA,NC
TRX12944,Patton-Reyes,1270708.96,Department of Energy,2022-11-23,Fixed-Price Contract,MEX,MI
TRX12945,Rodriguez Group,1611887.99,Department of Agriculture,2023-05-10,Indefinite Delivery Contract,CAN,OH
TRX12946,Morrison-Foster,1213212.29,Department of Education,2022-10-16,Time-and-Materials Contract,USA,GA
TRX12947,Anderson Group,906980.08,Department of Energy,2022-08-08,Time-and-Materials Contract,CAN,NC
TRX12948,Mitchell-Knight,2533155.86,Department of Agriculture,2023-07-31,Indefinite Delivery Contract,CAN,MI
TRX12949,Medina-Nguyen,4090684.11,Department of Transportation,2022-07-04,Indefinite Delivery Contract,MEX,PA
TRX12950,Chavez PLC,3418013.82,Department of Health and Human Services,2022-04-06,Indefinite Delivery Contract,MEX,OH
TRX12951,Santos LLC,4443550.55,NASA,2023-05-26,Indefinite Delivery Contract,MEX,NY
TRX12952,Dunn and Sons,1851921.73,Department of Health and Human Services,2021-05-13,Time-and-Materials Contract,USA,CA
TRX12953,West LLC,776208.45,NASA,2023-03-06,Time-and-Materials Contract,CAN,GA
TRX12954,Morris-Acosta,4203597.88,NASA,2021-12-11,Fixed-Price Contract,MEX,TX
TRX12955,Montoya-Li,873084.83,Department of Energy,2023-08-14,Fixed-Price Contract,CAN,VA
